data,day_of_week,n1,n2,n3,n4,n5,n6,star
2016-02-27,Saturday,19,22,28,48,49,85,78
2016-02-25,Thursday,14,33,52,67,71,81,80
2016-02-23,Tuesday,2,14,58,74,80,82,86
2016-02-20,Saturday,29,32,33,49,54,85,16
2016-02-18,Thursday,12,26,30,51,57,89,54
2016-02-16,Tuesday,2,10,27,34,38,40,72
2016-02-13,Saturday,2,30,49,66,74,80,33
2016-02-11,Thursday,17,27,45,53,71,74,21
2016-02-09,Tuesday,11,26,46,56,58,78,60
2016-02-06,Saturday,10,24,36,63,77,89,81
2016-02-04,Thursday,7,21,31,39,46,69,77
2016-02-02,Tuesday,19,38,40,56,65,80,35
2016-01-30,Saturday,13,24,51,68,77,81,76
2016-01-28,Thursday,2,6,15,39,80,83,47
2016-01-26,Tuesday,24,45,50,60,63,87,71
2016-01-23,Saturday,4,5,8,14,32,49,18
2016-01-21,Thursday,2,12,32,57,61,81,54
2016-01-19,Tuesday,13,18,35,43,51,66,72
2016-01-16,Saturday,11,17,48,52,70,90,29
2016-01-14,Thursday,5,8,17,41,46,87,30
2016-01-12,Tuesday,3,9,28,42,50,79,87
2016-01-09,Saturday,20,26,36,50,51,74,83
2016-01-07,Thursday,10,38,61,62,74,86,69
2016-01-05,Tuesday,7,20,40,56,60,90,76
2016-01-02,Saturday,1,17,39,41,56,65,18
2015-12-31,Thursday,15,26,29,77,81,90,37
2015-12-29,Tuesday,15,20,57,72,76,89,30
2015-12-28,Monday,5,38,48,52,81,88,65
2015-12-24,Thursday,6,8,24,28,36,63,79
2015-12-22,Tuesday,18,22,23,57,60,69,14
2015-12-19,Saturday,7,22,46,50,55,73,14
2015-12-17,Thursday,11,44,56,81,83,87,9
2015-12-15,Tuesday,5,30,36,63,84,85,37
2015-12-12,Saturday,18,20,46,47,55,66,75
2015-12-10,Thursday,1,19,20,56,60,83,63
2015-12-09,Wednesday,21,54,62,63,82,83,37
2015-12-05,Saturday,1,28,34,42,49,77,65
2015-12-03,Thursday,38,46,53,65,77,84,80
2015-12-01,Tuesday,31,39,55,58,85,87,86
2015-11-28,Saturday,20,23,28,51,65,81,87
2015-11-26,Thursday,12,36,45,67,77,88,11
2015-11-24,Tuesday,52,54,70,80,82,84,66
2015-11-21,Saturday,13,25,33,53,75,83,38
2015-11-19,Thursday,25,28,44,52,87,89,10
2015-11-17,Tuesday,27,29,39,54,59,74,79
2015-11-14,Saturday,19,56,73,84,85,86,2
2015-11-12,Thursday,19,22,31,41,54,87,38
2015-11-10,Tuesday,8,31,33,38,66,77,3
2015-11-07,Saturday,2,19,22,46,51,54,83
2015-11-05,Thursday,17,21,29,33,43,62,85
2015-11-03,Tuesday,30,41,47,71,79,86,83
2015-10-31,Saturday,6,25,26,52,86,88,61
2015-10-29,Thursday,4,16,40,57,71,84,62
2015-10-27,Tuesday,14,15,48,50,74,83,84
2015-10-24,Saturday,9,14,33,38,46,87,2
2015-10-22,Thursday,1,6,32,50,51,81,4
2015-10-20,Tuesday,18,34,58,60,64,88,5
2015-10-17,Saturday,4,6,61,63,65,72,9
2015-10-15,Thursday,7,9,16,24,32,40,17
2015-10-13,Tuesday,35,36,63,71,75,89,15
2015-10-10,Saturday,32,41,45,47,78,90,59
2015-10-08,Thursday,23,32,33,55,84,90,2
2015-10-06,Tuesday,8,11,17,27,62,84,41
2015-10-03,Saturday,2,4,14,31,43,61,11
2015-10-01,Thursday,2,17,21,49,69,74,79
2015-09-29,Tuesday,17,25,41,45,57,82,22
2015-09-26,Saturday,1,37,69,74,77,89,28
2015-09-24,Thursday,1,32,36,61,78,80,79
2015-09-22,Tuesday,10,26,50,55,62,81,27
2015-09-19,Saturday,9,32,40,49,52,60,5
2015-09-17,Thursday,8,9,42,71,78,79,62
2015-09-15,Tuesday,9,17,20,32,35,56,24
2015-09-12,Saturday,11,24,46,48,68,82,5
2015-09-10,Thursday,10,14,15,34,75,88,1
2015-09-08,Tuesday,41,50,54,60,75,88,62
2015-09-05,Saturday,24,30,36,42,71,86,32
2015-09-03,Thursday,13,18,19,49,78,87,45
2015-09-01,Tuesday,13,30,38,48,50,77,29
2015-08-29,Saturday,7,28,44,55,57,78,14
2015-08-27,Thursday,2,4,12,40,50,80,13
2015-08-25,Tuesday,3,18,19,65,81,88,70
2015-08-22,Saturday,6,7,9,14,17,35,27
2015-08-20,Thursday,4,14,31,68,70,74,73
2015-08-18,Tuesday,20,30,45,50,76,86,3
2015-08-17,Monday,1,4,50,70,71,76,84
2015-08-13,Thursday,4,17,34,41,66,78,30
2015-08-11,Tuesday,17,25,32,42,71,85,60
2015-08-08,Saturday,3,7,17,26,55,72,41
2015-08-06,Thursday,2,27,36,39,53,79,72
2015-08-04,Tuesday,34,53,77,78,83,89,87
2015-08-01,Saturday,2,26,34,58,80,81,23
2015-07-30,Thursday,13,18,25,26,35,61,60
2015-07-28,Tuesday,4,26,34,66,67,81,88
2015-07-25,Saturday,2,20,21,40,45,65,15
2015-07-23,Thursday,33,41,44,48,68,75,56
2015-07-21,Tuesday,1,21,63,70,79,84,25
2015-07-18,Saturday,22,42,47,62,70,72,90
2015-07-16,Thursday,22,27,29,49,69,87,73
2015-07-14,Tuesday,12,17,32,47,74,86,8
2015-07-11,Saturday,8,30,34,39,42,58,80
2015-07-09,Thursday,8,54,59,66,86,89,15
2015-07-07,Tuesday,19,25,31,78,83,88,18
2015-07-04,Saturday,8,30,38,51,62,66,14
2015-07-02,Thursday,8,17,30,61,78,88,56
2015-06-30,Tuesday,4,11,16,25,34,59,75
2015-06-27,Saturday,17,22,45,48,53,61,26
2015-06-25,Thursday,18,46,63,68,73,79,28
2015-06-23,Tuesday,20,24,26,33,42,80,29
2015-06-20,Saturday,6,11,21,65,66,85,23
2015-06-18,Thursday,18,21,28,62,84,90,41
2015-06-16,Tuesday,6,28,55,57,78,83,67
2015-06-13,Saturday,19,35,36,38,45,80,17
2015-06-11,Thursday,26,48,52,61,75,79,82
2015-06-09,Tuesday,15,21,58,80,82,86,49
2015-06-06,Saturday,16,24,34,40,41,57,13
2015-06-04,Thursday,14,17,23,45,87,88,46
2015-06-03,Wednesday,3,28,37,42,67,86,1
2015-05-30,Saturday,13,33,39,56,65,86,52
2015-05-28,Thursday,6,33,57,61,80,83,53
2015-05-26,Tuesday,6,9,21,69,77,78,90
2015-05-23,Saturday,4,24,29,31,39,71,19
2015-05-21,Thursday,17,21,23,51,65,87,53
2015-05-19,Tuesday,6,20,43,44,46,67,85
2015-05-16,Saturday,3,32,39,65,75,76,51
2015-05-14,Thursday,19,25,42,51,55,56,24
2015-05-12,Tuesday,10,19,48,78,85,90,22
2015-05-09,Saturday,31,40,52,55,62,76,17
2015-05-07,Thursday,12,32,43,46,58,77,18
2015-05-05,Tuesday,7,31,33,78,86,87,72
2015-05-02,Saturday,6,34,45,46,59,73,35
2015-04-30,Thursday,18,28,31,33,55,78,81
2015-04-28,Tuesday,10,41,59,61,65,71,8
2015-04-27,Monday,8,26,39,56,78,85,49
2015-04-23,Thursday,8,13,27,34,47,83,6
2015-04-21,Tuesday,4,17,52,59,67,84,88
2015-04-18,Saturday,10,11,18,36,47,85,48
2015-04-16,Thursday,37,38,43,69,79,86,72
2015-04-14,Tuesday,36,45,56,79,81,90,52
2015-04-11,Saturday,26,54,55,73,86,90,3
2015-04-09,Thursday,7,25,30,44,47,68,53
2015-04-07,Tuesday,4,18,20,68,72,77,21
2015-04-04,Saturday,11,38,44,48,56,83,28
2015-04-02,Thursday,33,36,61,66,83,85,20
2015-03-31,Tuesday,3,15,23,33,46,78,54
2015-03-28,Saturday,5,22,60,71,74,81,88
2015-03-26,Thursday,10,21,40,46,79,84,35
2015-03-24,Tuesday,8,17,29,32,65,90,81
2015-03-21,Saturday,4,7,9,19,55,58,83
2015-03-19,Thursday,5,7,20,38,57,85,23
2015-03-17,Tuesday,10,13,21,36,66,69,73
2015-03-14,Saturday,28,30,39,46,68,89,5
2015-03-12,Thursday,7,36,38,63,73,90,78
2015-03-10,Tuesday,9,19,68,70,71,81,39
2015-03-07,Saturday,26,36,56,68,73,81,62
2015-03-05,Thursday,35,44,62,74,82,90,68
2015-03-03,Tuesday,16,26,48,61,63,87,81
2015-02-28,Saturday,5,10,34,48,56,87,23
2015-02-26,Thursday,17,41,44,57,73,86,24
2015-02-24,Tuesday,6,29,56,72,82,83,76
2015-02-21,Saturday,5,16,33,48,57,87,79
2015-02-19,Thursday,23,35,44,49,66,84,2
2015-02-17,Tuesday,20,27,40,60,61,66,11
2015-02-14,Saturday,13,31,32,57,60,79,90
2015-02-12,Thursday,25,32,44,56,77,87,28
2015-02-10,Tuesday,30,59,72,74,77,78,9
2015-02-07,Saturday,24,27,38,40,56,81,66
2015-02-05,Thursday,7,8,10,45,49,53,20
2015-02-03,Tuesday,12,29,43,56,60,75,10
2015-01-31,Saturday,8,44,54,58,59,86,73
2015-01-29,Thursday,27,29,58,64,67,80,54
2015-01-27,Tuesday,5,10,47,59,66,73,53
2015-01-24,Saturday,22,23,24,59,63,81,44
2015-01-22,Thursday,11,12,44,57,77,89,76
2015-01-20,Tuesday,2,11,15,39,84,87,52
2015-01-17,Saturday,18,22,31,54,71,80,52
2015-01-15,Thursday,2,5,7,12,23,42,9
2015-01-13,Tuesday,9,10,36,67,76,83,72
2015-01-10,Saturday,2,13,22,37,48,90,8
2015-01-08,Thursday,6,9,29,41,50,90,13
2015-01-07,Wednesday,9,16,19,26,28,46,71
2015-01-05,Monday,16,37,48,68,84,90,11
2015-01-03,Saturday,14,26,31,40,58,68,76
2014-12-30,Tuesday,5,24,51,76,77,79,8
2014-12-27,Saturday,15,25,31,39,82,88,74
2014-12-24,Wednesday,33,46,53,58,73,85,80
2014-12-23,Tuesday,18,22,55,58,62,89,51
2014-12-20,Saturday,1,13,24,26,29,77,60
2014-12-18,Thursday,19,28,48,52,82,89,11
2014-12-16,Tuesday,15,35,45,69,82,84,76
2014-12-13,Saturday,12,13,19,37,64,70,80
2014-12-11,Thursday,20,22,24,25,48,79,42
2014-12-09,Tuesday,2,23,35,46,47,63,60
2014-12-06,Saturday,10,11,21,54,73,82,66
2014-12-04,Thursday,7,52,57,65,83,85,84
2014-12-02,Tuesday,9,25,35,59,76,81,85
2014-11-29,Saturday,3,14,35,63,73,80,62
2014-11-27,Thursday,13,18,26,53,54,70,45
2014-11-25,Tuesday,17,36,62,67,70,87,68
2014-11-22,Saturday,22,25,55,58,82,85,62
2014-11-20,Thursday,42,45,48,56,68,83,82
2014-11-18,Tuesday,38,58,65,66,72,88,34
2014-11-15,Saturday,28,42,62,64,79,80,18
2014-11-13,Thursday,2,38,47,50,55,79,87
2014-11-11,Tuesday,23,27,39,41,52,64,61
2014-11-08,Saturday,21,33,69,73,81,84,51
2014-11-06,Thursday,46,58,59,82,88,90,45
2014-11-04,Tuesday,13,18,23,29,58,88,44
2014-11-03,Monday,7,9,32,35,40,48,62
2014-10-30,Thursday,22,39,45,53,74,86,15
2014-10-28,Tuesday,26,30,32,36,44,61,57
2014-10-25,Saturday,8,28,44,57,85,88,80
2014-10-23,Thursday,7,21,44,53,59,64,57
2014-10-21,Tuesday,18,34,41,43,46,55,82
2014-10-18,Saturday,20,40,44,53,66,72,73
2014-10-16,Thursday,6,9,24,49,78,79,45
2014-10-14,Tuesday,19,21,38,45,51,69,1
2014-10-11,Saturday,6,11,28,43,56,83,50
2014-10-09,Thursday,17,20,26,41,45,89,59
2014-10-07,Tuesday,7,15,17,18,26,53,59
2014-10-04,Saturday,2,6,11,62,70,71,17
2014-10-02,Thursday,3,9,42,50,56,88,90
2014-09-30,Tuesday,28,33,49,55,59,76,47
2014-09-27,Saturday,1,9,12,14,58,84,10
2014-09-25,Thursday,4,45,59,77,78,79,56
2014-09-23,Tuesday,6,25,42,59,78,89,33
2014-09-20,Saturday,15,36,39,50,57,76,89
2014-09-18,Thursday,11,19,37,41,62,77,4
2014-09-16,Tuesday,1,15,16,23,24,52,83
2014-09-13,Saturday,7,20,25,51,65,87,58
2014-09-11,Thursday,13,14,56,58,79,82,41
2014-09-09,Tuesday,12,20,26,41,70,78,83
2014-09-06,Saturday,26,33,53,61,73,82,23
2014-09-04,Thursday,31,39,41,53,67,83,15
2014-09-02,Tuesday,6,20,27,31,32,36,88
2014-08-30,Saturday,23,38,43,46,60,75,79
2014-08-28,Thursday,22,39,51,78,83,84,59
2014-08-26,Tuesday,1,20,44,56,59,69,25
2014-08-23,Saturday,16,45,51,58,60,71,8
2014-08-21,Thursday,4,31,52,73,76,84,27
2014-08-19,Tuesday,15,30,62,63,67,74,13
2014-08-16,Saturday,31,63,64,68,69,71,13
2014-08-14,Thursday,4,12,24,61,73,75,56
2014-08-12,Tuesday,11,24,34,39,68,86,85
2014-08-09,Saturday,9,10,26,53,68,72,60
2014-08-07,Thursday,10,29,50,59,79,80,11
2014-08-05,Tuesday,2,19,22,41,77,89,90
2014-08-02,Saturday,29,38,54,58,72,86,81
2014-07-31,Thursday,14,19,22,66,80,90,47
2014-07-29,Tuesday,32,45,56,74,87,89,25
2014-07-26,Saturday,1,10,26,28,29,62,52
2014-07-24,Thursday,4,12,13,55,73,86,79
2014-07-22,Tuesday,7,32,58,60,66,69,25
2014-07-19,Saturday,29,48,49,54,75,87,43
2014-07-17,Thursday,6,11,12,28,59,79,4
2014-07-15,Tuesday,5,15,17,31,32,40,41
2014-07-12,Saturday,11,20,48,52,70,74,49
2014-07-10,Thursday,3,11,18,30,51,85,7
2014-07-08,Tuesday,5,8,32,43,59,85,89
2014-07-05,Saturday,15,31,38,47,55,82,62
2014-07-03,Thursday,1,13,21,25,61,63,69
2014-07-01,Tuesday,31,35,48,64,65,89,58
2014-06-28,Saturday,17,20,41,42,49,81,48
2014-06-26,Thursday,8,43,61,62,70,86,80
2014-06-24,Tuesday,3,22,31,42,73,88,60
2014-06-21,Saturday,14,61,69,79,81,85,32
2014-06-19,Thursday,16,19,24,36,39,81,25
2014-06-17,Tuesday,21,29,43,53,66,89,4
2014-06-14,Saturday,3,31,45,48,71,76,75
2014-06-12,Thursday,13,18,19,27,50,69,68
2014-06-10,Tuesday,27,29,30,42,48,73,11
2014-06-07,Saturday,12,18,39,46,56,63,3
2014-06-05,Thursday,11,31,43,70,74,80,65
2014-06-03,Tuesday,3,25,26,29,48,79,56
2014-05-31,Saturday,1,6,7,10,14,56,16
2014-05-29,Thursday,27,32,33,52,73,84,63
2014-05-27,Tuesday,32,37,52,53,66,83,87
2014-05-24,Saturday,3,22,38,70,77,81,32
2014-05-22,Thursday,8,23,48,56,59,78,6
2014-05-20,Tuesday,10,17,41,45,69,78,2
2014-05-17,Saturday,5,31,36,68,75,90,52
2014-05-15,Thursday,20,47,56,64,66,67,24
2014-05-13,Tuesday,3,5,16,54,58,68,82
2014-05-10,Saturday,8,39,40,57,69,81,28
2014-05-08,Thursday,6,9,54,70,78,79,22
2014-05-06,Tuesday,1,3,4,60,70,73,57
2014-05-05,Monday,27,44,46,50,54,69,36
2014-05-03,Saturday,15,33,45,60,72,85,44
2014-04-29,Tuesday,27,33,40,52,76,86,62
2014-04-26,Saturday,3,9,13,25,42,81,24
2014-04-24,Thursday,5,7,11,67,70,85,20
2014-04-22,Tuesday,14,16,21,24,62,78,1
2014-04-19,Saturday,42,45,56,75,79,90,88
2014-04-17,Thursday,11,20,51,63,68,88,28
2014-04-15,Tuesday,3,26,33,44,48,49,57
2014-04-12,Saturday,14,29,34,62,65,89,63
2014-04-10,Thursday,22,25,46,52,54,65,51
2014-04-08,Tuesday,11,61,64,76,82,87,15
2014-04-05,Saturday,9,31,33,37,79,86,12
2014-04-03,Thursday,40,47,59,64,79,89,66
2014-04-01,Tuesday,7,56,66,72,73,90,78
2014-03-29,Saturday,12,21,57,68,86,88,82
2014-03-27,Thursday,8,12,47,64,83,88,41
2014-03-25,Tuesday,28,36,42,70,74,78,32
2014-03-22,Saturday,19,22,31,38,87,89,46
2014-03-20,Thursday,15,18,28,49,51,77,65
2014-03-18,Tuesday,38,39,46,58,66,83,55
2014-03-15,Saturday,1,5,22,24,41,43,38
2014-03-13,Thursday,10,28,40,57,58,78,60
2014-03-11,Tuesday,49,51,53,56,58,81,12
2014-03-08,Saturday,35,45,50,51,82,87,30
2014-03-06,Thursday,15,61,66,67,76,79,68
2014-03-04,Tuesday,40,46,51,61,65,76,71
2014-03-01,Saturday,7,8,47,56,79,90,9
2014-02-27,Thursday,19,32,54,59,68,86,45
2014-02-25,Tuesday,26,51,52,54,70,88,65
2014-02-22,Saturday,17,19,28,34,38,82,40
2014-02-20,Thursday,14,26,47,63,78,80,37
2014-02-18,Tuesday,15,36,49,62,75,82,39
2014-02-15,Saturday,18,31,62,64,72,77,69
2014-02-13,Thursday,9,11,17,20,33,75,32
2014-02-11,Tuesday,12,27,38,43,65,67,71
2014-02-08,Saturday,8,16,41,52,64,74,81
2014-02-06,Thursday,9,12,14,61,79,90,26
2014-02-04,Tuesday,3,12,25,33,59,85,77
2014-02-01,Saturday,3,6,41,44,48,73,84
2014-01-30,Thursday,7,21,28,45,59,90,74
2014-01-28,Tuesday,9,17,27,29,59,67,34
2014-01-25,Saturday,22,34,53,59,62,88,36
2014-01-23,Thursday,3,6,12,13,19,67,39
2014-01-21,Tuesday,5,23,35,54,56,62,53
2014-01-18,Saturday,14,18,38,41,74,78,58
2014-01-16,Thursday,3,18,34,37,40,47,55
2014-01-14,Tuesday,4,7,25,74,82,87,3
2014-01-11,Saturday,11,37,39,52,68,90,12
2014-01-09,Thursday,15,17,24,41,70,87,71
2014-01-07,Tuesday,14,47,48,58,60,69,26
2014-01-04,Saturday,19,26,30,47,69,81,90
2014-01-02,Thursday,49,55,57,64,70,77,85
2013-12-31,Tuesday,25,60,62,76,82,87,8
2013-12-28,Saturday,39,52,69,70,74,82,40
2013-12-24,Tuesday,10,39,45,65,74,86,60
2013-12-23,Monday,15,43,48,54,55,76,79
2013-12-21,Saturday,2,14,17,21,22,26,78
2013-12-19,Thursday,10,23,27,39,70,82,65
2013-12-17,Tuesday,12,22,27,43,60,72,8
2013-12-14,Saturday,5,33,44,46,66,76,81
2013-12-12,Thursday,10,19,32,49,53,66,16
2013-12-10,Tuesday,10,16,20,57,65,89,5
2013-12-07,Saturday,2,16,42,67,75,87,89
2013-12-05,Thursday,28,34,42,68,71,88,7
2013-12-03,Tuesday,12,40,42,66,73,80,30
2013-11-30,Saturday,10,11,35,42,52,89,84
2013-11-28,Thursday,31,51,55,66,73,78,88
2013-11-26,Tuesday,20,25,30,45,75,79,15
2013-11-23,Saturday,6,10,19,71,72,89,52
2013-11-21,Thursday,28,37,52,57,64,66,43
2013-11-19,Tuesday,14,15,39,47,53,76,67
2013-11-16,Saturday,16,36,54,55,63,69,85
2013-11-14,Thursday,23,45,54,61,69,75,52
2013-11-12,Tuesday,16,26,30,52,57,83,61
2013-11-09,Saturday,10,22,39,55,81,89,43
2013-11-07,Thursday,9,19,21,50,61,82,71
2013-11-05,Tuesday,4,9,10,76,78,87,66
2013-11-02,Saturday,1,12,67,75,81,90,76
2013-10-31,Thursday,13,18,26,37,46,48,42
2013-10-29,Tuesday,12,23,49,53,67,83,13
2013-10-26,Saturday,24,48,50,62,63,87,12
2013-10-24,Thursday,1,3,5,41,62,76,21
2013-10-22,Tuesday,2,5,34,56,72,73,11
2013-10-19,Saturday,12,30,36,44,54,60,40
2013-10-17,Thursday,11,18,40,58,81,87,62
2013-10-15,Tuesday,22,36,60,64,71,80,47
2013-10-12,Saturday,10,19,20,39,85,87,46
2013-10-10,Thursday,3,7,12,20,48,55,26
2013-10-08,Tuesday,1,31,39,60,62,84,26
2013-10-05,Saturday,2,5,8,65,74,77,86
2013-10-03,Thursday,7,14,42,43,56,57,64
2013-10-01,Tuesday,16,21,26,64,66,78,50
2013-09-28,Saturday,28,57,61,69,78,83,86
2013-09-26,Thursday,4,38,42,57,64,75,84
2013-09-24,Tuesday,1,27,33,36,43,86,42
2013-09-21,Saturday,36,61,75,81,82,89,14
2013-09-19,Thursday,15,21,28,75,81,86,38
2013-09-17,Tuesday,1,21,34,44,49,90,37
2013-09-14,Saturday,20,35,45,47,72,78,59
2013-09-12,Thursday,7,44,48,51,64,83,90
2013-09-10,Tuesday,35,44,57,58,87,88,22
2013-09-07,Saturday,41,55,72,78,83,87,77
2013-09-05,Thursday,15,23,45,70,81,82,16
2013-09-03,Tuesday,1,7,56,70,88,90,83
2013-08-31,Saturday,11,20,50,62,70,85,59
2013-08-29,Thursday,19,54,55,71,80,84,81
2013-08-27,Tuesday,6,44,63,64,72,82,12
2013-08-24,Saturday,1,2,5,27,39,49,31
2013-08-22,Thursday,19,21,30,59,61,89,25
2013-08-20,Tuesday,4,11,15,26,58,68,16
2013-08-19,Monday,3,5,11,14,38,79,29
2013-08-17,Saturday,20,21,24,43,76,89,83
2013-08-13,Tuesday,1,33,41,78,83,84,72
2013-08-10,Saturday,5,33,47,61,64,70,29
2013-08-08,Thursday,2,14,42,52,75,79,53
2013-08-06,Tuesday,14,16,32,35,41,50,1
2013-08-03,Saturday,15,16,34,74,85,87,65
2013-08-01,Thursday,8,21,24,25,27,75,34
2013-07-30,Tuesday,16,47,55,57,70,85,19
2013-07-27,Saturday,17,19,40,43,72,84,48
2013-07-25,Thursday,33,38,41,43,46,57,53
2013-07-23,Tuesday,11,14,39,63,73,75,29
2013-07-20,Saturday,2,16,20,26,31,33,64
2013-07-18,Thursday,16,19,24,37,63,85,38
2013-07-16,Tuesday,22,29,57,72,85,89,49
2013-07-13,Saturday,23,49,52,65,67,76,61
2013-07-11,Thursday,14,15,34,55,59,81,46
2013-07-09,Tuesday,17,36,48,55,63,70,28
2013-07-06,Saturday,4,9,24,64,74,76,40
2013-07-04,Thursday,9,41,46,47,53,77,3
2013-07-02,Tuesday,3,4,18,29,64,90,52
2013-06-29,Saturday,17,22,54,69,82,88,9
2013-06-27,Thursday,12,22,27,37,52,87,35
2013-06-25,Tuesday,6,16,40,61,64,82,19
2013-06-22,Saturday,2,19,25,59,84,88,61
2013-06-20,Thursday,15,24,32,52,68,71,75
2013-06-18,Tuesday,8,24,32,34,65,86,23
2013-06-15,Saturday,15,19,33,35,62,68,40
2013-06-13,Thursday,1,5,6,39,41,70,10
2013-06-11,Tuesday,2,21,37,39,41,64,63
2013-06-08,Saturday,5,10,31,53,56,61,21
2013-06-06,Thursday,34,36,47,64,73,78,25
2013-06-04,Tuesday,3,27,34,62,81,88,35
2013-06-01,Saturday,8,21,25,54,84,85,51
2013-05-30,Thursday,29,43,61,62,77,79,85
2013-05-28,Tuesday,26,35,47,66,67,80,11
2013-05-25,Saturday,6,27,34,55,62,87,51
2013-05-23,Thursday,14,22,36,53,59,66,11
2013-05-21,Tuesday,6,32,48,53,54,87,63
2013-05-18,Saturday,14,20,24,36,40,81,17
2013-05-16,Thursday,3,16,22,39,49,71,33
2013-05-14,Tuesday,35,41,47,74,77,85,40
2013-05-11,Saturday,10,42,48,67,83,84,4
2013-05-09,Thursday,13,16,20,21,25,65,69
2013-05-07,Tuesday,19,37,54,65,67,70,75
2013-05-04,Saturday,6,31,63,74,75,85,86
2013-05-02,Thursday,19,32,33,57,65,75,29
2013-04-30,Tuesday,5,35,38,75,82,86,12
2013-04-29,Monday,2,6,53,54,68,89,21
2013-04-27,Saturday,1,2,11,56,57,75,46
2013-04-23,Tuesday,1,13,37,53,62,63,27
2013-04-20,Saturday,29,33,67,75,83,86,40
2013-04-18,Thursday,27,30,35,39,49,69,56
2013-04-16,Tuesday,21,30,35,36,83,89,73
2013-04-13,Saturday,26,33,43,49,61,76,78
2013-04-11,Thursday,1,47,66,67,78,90,83
2013-04-09,Tuesday,25,44,45,52,68,81,10
2013-04-06,Saturday,5,8,73,84,87,88,82
2013-04-04,Thursday,3,4,31,52,66,84,24
2013-04-02,Tuesday,4,12,33,52,85,87,35
2013-03-30,Saturday,17,42,52,71,74,90,87
2013-03-28,Thursday,12,27,54,68,73,76,89
2013-03-26,Tuesday,15,37,46,52,64,89,7
2013-03-23,Saturday,29,42,45,58,67,86,59
2013-03-21,Thursday,9,27,47,58,62,71,72
2013-03-19,Tuesday,21,39,71,76,89,90,78
2013-03-16,Saturday,19,41,43,48,73,81,1
2013-03-14,Thursday,27,35,47,57,85,89,68
2013-03-12,Tuesday,7,10,22,23,41,77,49
2013-03-09,Saturday,13,22,36,64,80,84,37
2013-03-07,Thursday,26,32,42,46,78,82,7
2013-03-05,Tuesday,32,34,39,52,59,61,11
2013-03-02,Saturday,16,49,59,67,71,82,78
2013-02-28,Thursday,4,24,62,66,76,84,27
2013-02-26,Tuesday,20,25,51,59,84,90,10
2013-02-23,Saturday,1,11,21,50,67,75,52
2013-02-21,Thursday,4,16,35,57,69,88,87
2013-02-19,Tuesday,3,34,37,55,82,90,61
2013-02-16,Saturday,6,32,35,43,53,69,82
2013-02-14,Thursday,24,32,44,60,64,76,25
2013-02-12,Tuesday,6,21,41,72,73,80,52
2013-02-09,Saturday,4,11,32,51,66,81,26
2013-02-07,Thursday,4,5,55,77,80,81,3
2013-02-05,Tuesday,7,13,49,71,80,88,62
2013-02-02,Saturday,9,18,39,63,64,85,74
2013-01-31,Thursday,37,42,47,49,53,63,16
2013-01-29,Tuesday,6,12,18,22,25,82,42
2013-01-26,Saturday,10,12,27,39,78,84,71
2013-01-24,Thursday,15,17,47,53,64,80,30
2013-01-22,Tuesday,8,51,52,60,83,88,78
2013-01-19,Saturday,1,6,23,52,58,65,84
2013-01-17,Thursday,25,34,38,69,83,86,4
2013-01-15,Tuesday,12,24,40,42,70,84,76
2013-01-12,Saturday,9,12,13,30,48,86,72
2013-01-10,Thursday,1,16,22,54,73,76,62
2013-01-08,Tuesday,28,32,52,74,79,80,15
2013-01-05,Saturday,3,11,38,59,67,74,31
2013-01-03,Thursday,12,14,41,51,69,90,15
2013-01-02,Wednesday,10,11,43,54,61,83,87
2012-12-29,Saturday,31,39,51,84,86,89,45
2012-12-27,Thursday,28,52,57,71,81,87,7
2012-12-24,Monday,6,22,31,37,38,51,35
2012-12-22,Saturday,24,50,53,59,80,85,32
2012-12-20,Thursday,6,19,26,27,52,65,32
2012-12-18,Tuesday,22,56,60,62,79,87,61
2012-12-15,Saturday,15,26,35,39,53,59,11
2012-12-13,Thursday,9,25,48,61,73,82,16
2012-12-11,Tuesday,6,8,10,11,16,61,26
2012-12-10,Monday,11,28,38,49,66,77,2
2012-12-06,Thursday,15,18,47,70,74,89,62
2012-12-04,Tuesday,19,33,35,42,49,83,9
2012-12-01,Saturday,6,20,25,45,56,60,48
2012-11-29,Thursday,1,13,17,29,54,63,60
2012-11-27,Tuesday,5,13,56,65,78,82,74
2012-11-24,Saturday,12,26,34,42,48,63,33
2012-11-22,Thursday,20,25,51,59,77,88,37
2012-11-20,Tuesday,9,11,29,41,67,70,69
2012-11-17,Saturday,8,10,39,60,77,84,23
2012-11-15,Thursday,12,24,53,66,74,83,86
2012-11-13,Tuesday,3,20,57,62,79,84,61
2012-11-10,Saturday,1,34,46,51,60,75,23
2012-11-08,Thursday,9,31,39,44,72,81,67
2012-11-06,Tuesday,18,20,22,76,82,84,89
2012-11-05,Monday,7,14,15,17,57,66,8
2012-11-03,Saturday,1,4,8,47,74,87,26
2012-10-30,Tuesday,10,32,46,61,70,75,73
2012-10-27,Saturday,15,33,34,43,49,75,9
2012-10-25,Thursday,15,23,51,52,77,90,19
2012-10-23,Tuesday,45,50,65,67,78,79,43
2012-10-20,Saturday,2,5,28,36,69,81,29
2012-10-18,Thursday,7,41,56,61,68,84,89
2012-10-16,Tuesday,1,20,24,27,46,60,18
2012-10-13,Saturday,14,17,38,58,60,81,79
2012-10-11,Thursday,16,34,50,58,80,90,33
2012-10-09,Tuesday,6,9,37,67,83,88,26
